zipcode,sex,age,street_name,unit,marital_status,education_level,bachelors_field,ethnic_background,occupation,last_name,first_name,middle_name,street_number,city,state,country,county,uuid
26559,Male,52,West Green Hill Rd,,married_present,high_school,no_degree,white,police_officer,Dudic,Jensen,Ray,109,Barrackville,WV,USA,Marion County,6d954ee4-f894-42e5-b7c9-7d9579d5f95c
45044,Female,64,Lincoln Ave,,divorced,9th_12th_no_diploma,no_degree,black,police_officer,Exum,Keonna,Marie,345,Middletown,OH,USA,Warren County,7eff90c7-1359-4423-9e18-2715e27587f4
80104,Female,33,S Idalia Cir,,married_present,graduate,stem_related,white,police_officer,Doran,Anna,Jean,62,Castle Rock,CO,USA,Douglas County,fb17a1ba-f45a-40fa-b59c-196679a32fd4
93308,Male,48,Cordova Pl,,married_present,some_college,no_degree,mexican,police_officer,Gonzalezgarcia,Joeel,Alberto,54,Bakersfield,CA,USA,Kern County,d152715d-0186-4740-9699-65d12b5e85c1
49601,Female,64,Talcott St,,married_present,bachelors,arts_humanities,white,police_officer,Young,Carly,Centers,109,Cadillac,MI,USA,Lake County,c0dc17d6-d685-40c7-97ef-f535a842b3ee
63126,Male,53,Spencer St,,never_married,some_college,no_degree,white,police_officer,Fowler,Clifford,L,573,Saint Louis,MO,USA,St. Louis County,be7d929a-53f8-4313-8ab1-27fe6dcf0972
10467,Male,31,Regents Square,,never_married,high_school,no_degree,black,police_officer,Coker,Rodney,,18,Bronx,NY,USA,Bronx County,fdd5f2c8-58ef-42e6-bc26-7340390feb4d
97086,Male,62,La Paloma Dr E,,married_present,some_college,no_degree,white,police_officer,Dawson,Merritt,Edward,56,Happy Valley,OR,USA,Clackamas County,8a3fcd62-69d8-4560-8c72-1ce6a84daf02
90007,Male,23,Robbins St,,never_married,some_college,no_degree,salvadoran,police_officer,Gonzales,Jose,Esteban,188,Los Angeles,CA,USA,Los Angeles County,3b0377e6-8ab5-4594-a8bd-38e792cd133b
17055,Male,63,Washington Ave,,divorced,high_school,no_degree,white,police_officer,Dekle,Frank,R,39,Mechanicsburg,PA,USA,York County,15f8818d-1fba-4816-8ecb-6b1c35bf7a55
37388,Male,56,Alpine Loop,,divorced,associates,no_degree,white,police_officer,Field,Michael,James,93,Tullahoma,TN,USA,Moore County,6b340bec-ae50-4317-8c0f-bb82acb86c71
20191,Male,26,Ashgrove House Ln,I,never_married,high_school,no_degree,salvadoran,police_officer,Figueroa,Ronald,M,209,Reston,VA,USA,Fairfax County,2adc1f9a-0fd2-4485-b861-49ade976cd0e
53081,Female,51,Lakepointe,5 Lot,married_present,bachelors,stem_related,white,police_officer,Mcguire,Victoria,Allison,182,Sheboygan,WI,USA,Sheboygan County,15ef86c8-1d90-4dc3-8898-51e7eadbfd59
49509,Male,61,Calvert St,,divorced,some_college,no_degree,salvadoran,police_officer,Chavez,Rolando,William,29,Wyoming,MI,USA,Kent County,1c89375f-104e-42f1-b01c-ee24784eba8f
77320,Male,47,Doucette Street,,never_married,high_school,no_degree,white,police_officer,Basist,Robert,Livious,409,Huntsville,TX,USA,San Jacinto County,11f4dabb-234a-4939-8dfb-af5db85b94f0
90011,Male,23,S Mccadden Pl,,never_married,high_school,no_degree,mexican,police_officer,Rohena,Victor,Antonio,130,Los Angeles,CA,USA,Los Angeles County,2c77e79e-8937-491a-b03b-28f8e01270ae
97233,Male,28,SE 50th Ave,,never_married,associates,no_degree,white,police_officer,Seagraves,Leon,Arthur,549,Portland,OR,USA,Multnomah County,293065ec-15f0-49d3-83b7-1ebc522e6e35
27845,Male,42,Oakcreek Dr,,married_present,high_school,no_degree,american indian,police_officer,Hulsey,Andrew,Boyer,263,Jackson,NC,USA,Northampton County,ce26e8d1-68ef-4b2b-a04b-68762995ad8f
33015,Male,27,Heartwood Ln,,never_married,associates,no_degree,east asian,police_officer,Lam,Ok,Jin,151,Hialeah,FL,USA,Miami-Dade County,00e5ff75-0fca-436b-9a79-b2fc7404da8b
92114,Male,33,Armada Dr,410,married_present,high_school,no_degree,white,police_officer,Oliver,Faron,L,485,San Diego,CA,USA,San Diego County,4800f397-f088-44c5-8ab4-8f8bcae5c463
19320,Male,56,Independence St,,married_present,graduate,business,black,police_officer,Strickland,James,G,293,Coatesville,PA,USA,Chester County,e87d918d-30a8-4d95-b698-340a258cf5f9
93637,Male,64,Berkeley Ave,,married_present,some_college,no_degree,mexican,police_officer,Piche,Sergio,Hernan,92,Madera,CA,USA,Madera County,6b04e1b3-c125-4ba2-9bc8-2a3fd760e3d1
7114,Male,55,Queensbury St,,never_married,high_school,no_degree,hispanic or latino other,police_officer,Artagaveytia,Abraham,Gonzalez,821,Newark,NJ,USA,Essex County,c277d8c9-497c-45d4-a156-b82eb0eb3dbc
17036,Male,35,Inverton Rd,,married_present,bachelors,stem,white,police_officer,Alexander,Edward,Harris,266,Hummelstown,PA,USA,Dauphin County,fdbd5908-70a9-454d-a0b8-cbb8c78299cc
21061,Female,28,Veirs Mill Rd,,married_present,graduate,stem_related,white,police_officer,Kemp,Mikayla,Ann,576,Glen Burnie,MD,USA,Anne Arundel County,60f3b603-3e29-44b9-95e2-03cbcffb8db4
55447,Male,55,Aurora Ave,,divorced,bachelors,stem,white,police_officer,Wilson,Michelino,Drew,255,Minneapolis,MN,USA,Hennepin County,7ff90418-5faf-42f2-9fcd-cc87d0c076cd
20817,Male,64,Woodlawn Avenue,,married_present,graduate,stem,east asian,police_officer,Rim,Chau,Martin,379,Bethesda,MD,USA,Montgomery County,195f31fb-c82b-4abe-9a43-93979d43d02b
52806,Female,61,Charles St,,divorced,some_college,no_degree,white,police_officer,Barker,Lauren,E,36,Davenport,IA,USA,Scott County,873a1a92-1700-49c5-b412-5d2e351e19f1
79756,Male,30,Island Drive,,never_married,high_school,no_degree,mexican,police_officer,Morales,Daniel,,261,Monahans,TX,USA,Ward County,41bb5e9f-653e-455a-b0dc-b5abedeab3d3
8030,Female,63,Liberty Street,,widowed,9th_12th_no_diploma,no_degree,white,police_officer,Fernandez,Lashonda,Dolores,111,Gloucester City,NJ,USA,Camden County,40555e45-bf7e-42a7-95b1-67041360d649
2703,Female,60,East Street,,married_present,bachelors,education,white,police_officer,Pace,Misty,Lauren,22,Attleboro,MA,USA,Bristol County,2ead5803-0afc-4352-b448-6c4c8e76d13a
7076,Male,38,Pindell Rd,Unit 2,married_present,bachelors,business,white,police_officer,Rogers,Brian,Robert,409,Scotch Plains,NJ,USA,Somerset County,baf2fdd2-b9ad-4881-8703-03a4eea30b53
91977,Female,42,Westmoreland Cir,,divorced,bachelors,business,white,police_officer,Kelley,Ashleigh,Avery,146,Spring Valley,CA,USA,San Diego County,cb39ada3-09df-4105-863f-587de8958a0d
2151,Male,39,School Bus Dr,,never_married,bachelors,arts_humanities,black,police_officer,Jones,William,Anthony,140,Revere,MA,USA,Middlesex County,fa4980a6-9cf3-497f-ae36-a16ac817ccca
33196,Female,28,Elizabeth Pl,,married_present,graduate,education,cuban,police_officer,Reyes,Cristal,C,62,Miami,FL,USA,Miami-Dade County,2b7d479d-5bfb-446b-863f-46061a392af0
44805,Male,59,Renick Ave,,married_present,high_school,no_degree,white,police_officer,Boatright,Gregory,Lee,290,Ashland,OH,USA,Ashland County,5bc72ff6-c95b-4115-aa87-ab3a0bff2615
28052,Male,55,Gale Road,Unit 107,married_present,high_school,no_degree,white,police_officer,Coughlin,Adam,Larue,211,Gastonia,NC,USA,Gaston County,424f6dc3-6cbf-45d1-9afa-c5de57866eb5
66776,Female,47,Harrison Avenue,,divorced,bachelors,education,white,police_officer,Lanham,Janja,Katheleen,114,Thayer,KS,USA,Neosho County,acaf3f59-7651-4742-874f-7ddf40755f36
27302,Male,44,Trabecca Cir,#46,married_present,high_school,no_degree,white,police_officer,Lamb,David,Gene,361,Mebane,NC,USA,Caswell County,cb6f330b-7b94-4a3d-98bd-25e770ec146c
98012,Female,32,SE 25th Pl,,never_married,bachelors,stem,white,police_officer,Millspaugh,Michelle,,101,Bothell,WA,USA,Snohomish County,9bf708d3-46b2-4516-a628-ae6ea98fc739
98270,Male,54,SE Powell Blvd,,married_present,some_college,no_degree,latin american indian,police_officer,Domingue,Christopher,T,725,Marysville,WA,USA,Snohomish County,908e7884-2600-4008-89c5-f2ee82251dfe
32218,Female,43,Isabella Dr,,married_present,some_college,no_degree,southeast asian,police_officer,Ramadan,Kanit,,71,Jacksonville,FL,USA,Duval County,878329ac-9b75-4ec2-baeb-9f1d3905ed80
52571,Male,54,North Olive Street,,married_present,9th_12th_no_diploma,no_degree,white,police_officer,Mormando,Mark,W,338,Moravia,IA,USA,Monroe County,667779ae-c0b4-416b-8e39-537e215636b6
46219,Male,28,W Vine St,,never_married,bachelors,education,white,police_officer,Lawson,Terry,Codi,202,Indianapolis,IN,USA,Marion County,26fc0ddc-1d66-4879-bed0-73c6c9abd11c
98204,Male,64,106th Ave E,,never_married,some_college,no_degree,white,police_officer,Stringfellow,Mark,Michael,112,Everett,WA,USA,Snohomish County,01ad53a5-0923-449c-9401-545a2fa36039
38774,Female,55,Eagles Landing Dr,,never_married,less_than_9th,no_degree,black,police_officer,Monroe,Charlene,Bernice,156,Shelby,MS,USA,Bolivar County,780823f1-6b25-4a71-a838-f7bdf7a047bc
64152,Male,47,Northeast 3rd Street,,married_present,bachelors,business,white,police_officer,Alsafeer,Gentry,Jospeh,38,Kansas City,MO,USA,Platte County,00a5d44f-891c-476f-a26a-11a18af453a6
85305,Male,50,Rainbow Trout Lane,,never_married,some_college,no_degree,black,police_officer,Dunn,Kenneth,Alexander,296,Glendale,AZ,USA,Maricopa County,3216e45a-e460-479b-a05f-4c4e6238211a
97078,Male,29,Webster Ct,,never_married,some_college,no_degree,hispanic or latino other,police_officer,Mercado,Jose,Manuel,66,Beaverton,OR,USA,Washington County,ffcff621-a15a-4ecb-86e7-e555536360fe
29063,Male,63,Thomas Ave,E,married_present,bachelors,arts_humanities,white,police_officer,Mendenhall,Hans,Harris,108,Irmo,SC,USA,Lexington County,ca8522ac-864b-4f53-a509-420cfc6c8d71
8901,Male,28,Coastal View Drive,,never_married,some_college,no_degree,white,police_officer,Chevillot,Claude,Lee,112,New Brunswick,NJ,USA,Middlesex County,b67042ff-909d-4867-b77a-7362d01d44f3
27332,Male,21,Elizabeth Avenue,,married_present,some_college,no_degree,honduran,police_officer,Bitar,Andrew,,11,Sanford,NC,USA,Harnett County,8bb6d260-a5f3-4869-bc97-7eeb82971bd9
91750,Male,51,Hobie Ln,,married_present,some_college,no_degree,white,police_officer,Makar,Kenneth,Chance,205,La Verne,CA,USA,Los Angeles County,b84514e0-0401-41a4-bef7-36b374f709d6
47837,Male,61,W Albain Rd,,married_present,associates,no_degree,colombian,police_officer,Rivera,Luis,D,310,Carbon,IN,USA,Clay County,d8f39595-3e75-464d-9419-829cb5974253
71639,Male,43,Lusk Road,,married_present,associates,no_degree,black,police_officer,Braswell,Anthony,Hollis,137,Dumas,AR,USA,Lincoln County,ba12745c-14d7-40f0-a8e1-b8b284b4fd11
89403,Female,61,W Belleview Ave,Unit 1,married_present,bachelors,education,white,police_officer,Hawkins,Megan,Leigh,412,Dayton,NV,USA,Storey County,cb908cfa-1e99-4cd5-92e7-3319502b6dae
67058,Female,24,W Frontier Ave,,never_married,bachelors,education,white,police_officer,Birdwell,Carrie,Diane,45,Harper,KS,USA,Harper County,9d3b90ad-3cfe-4b6b-9848-c138aa038655
38118,Male,30,W Commons Dr,,never_married,less_than_9th,no_degree,black,police_officer,Eatmon,Keith,,158,Memphis,TN,USA,Shelby County,5adba561-a00f-4011-b29d-71434b421bb3
77479,Male,53,Eichler Dr,,married_present,bachelors,business,white,police_officer,Sehy,Raymond,,58,Sugar Land,TX,USA,Fort Bend County,5516b3ae-f5f6-4b87-b381-7a4f6580b37c
28376,Male,26,Waikiki Blvd,,married_present,high_school,no_degree,white,police_officer,Kaufman,Roger,Whitfield,119,Raeford,NC,USA,Hoke County,150794b7-3f1f-402c-9acc-58d7faa55cfd
34952,Male,63,N US Highway 41,,married_present,high_school,no_degree,black,police_officer,Ford,Jerry,,53,Port Saint Lucie,FL,USA,St. Lucie County,7f1ed569-29f0-46e4-a41b-5e414a78fda3
6112,Male,60,Union Street,,divorced,high_school,no_degree,black,police_officer,Loney,Winston,Amoako,434,Hartford,CT,USA,Hartford County,84a63932-5224-40af-a4f1-c1113f3e39a7
93065,Male,23,Mounds Rd,,never_married,high_school,no_degree,white,police_officer,Muldowney,Charles,Joseph,473,Simi Valley,CA,USA,Ventura County,d2db2a8a-9ae3-473e-b0c3-a3d429df400e
62233,Male,37,Lake Grove Rd,,never_married,associates,no_degree,mexican,police_officer,Quiroz,Carlos,,19,Chester,IL,USA,Randolph County,5b426f4a-6718-4924-b6be-0564c3872ab2
60045,Female,64,Pleasant Valley Rd,,married_present,bachelors,education,black,police_officer,Weatherspoon,Mary,Carol,277,Lake Forest,IL,USA,Lake County,9115db18-af33-4212-8697-f7a3615ea672
33312,Male,21,Haddock Rd,,never_married,some_college,no_degree,white,police_officer,Hudson,Norman,T,290,Fort Lauderdale,FL,USA,Broward County,e5efe5a6-cf6a-4ec0-88a9-727d9c2e580c
92649,Female,40,W Babcock Ave,,married_present,graduate,arts_humanities,white,police_officer,Smith,Kimberly,A,245,Huntington Beach,CA,USA,Orange County,02535ad9-f593-4306-b128-ab8613dbd7b1
40004,Male,59,East 18th Street,0,married_present,high_school,no_degree,white,police_officer,Williams,Ron,Edward,96,Bardstown,KY,USA,Nelson County,99ae28f1-5810-423b-a509-f45194a62c57
15537,Male,32,Chickadee Lane,Lot 48,never_married,high_school,no_degree,white,police_officer,Moorhead,Charles,Blake,56,Everett,PA,USA,Bedford County,7a02496e-8275-4268-a995-fb6d536f1cdc
90011,Male,34,Shree Rd,,never_married,some_college,no_degree,mexican,police_officer,Norris,Roger,Vincent,325,Los Angeles,CA,USA,Los Angeles County,333bc65e-4099-4b23-9c44-a75a7e24fba3
27613,Female,43,Madison Ave,,married_present,bachelors,education,white,police_officer,Jones,Shelley,Blanca,48,Raleigh,NC,USA,Durham County,b987369e-b218-4ef9-a861-26f62ba808fe
38242,Male,67,Garners Creek Rd,,married_present,high_school,no_degree,white,police_officer,Capaccio,James,L,181,Paris,TN,USA,Weakley County,d9137c3d-d912-4f05-8132-8123fb1ac229
54856,Male,43,SR 81,,married_present,high_school,no_degree,white,police_officer,Steele,Clay,Robert,17,Mason,WI,USA,Bayfield County,4ef396e2-5d8e-4ff3-945b-a91e390d42c7
91752,Male,29,Mariposa Ln,,never_married,high_school,no_degree,white,police_officer,Broyles,Jason,Michael,81,Mira Loma,CA,USA,San Bernardino County,e9da1eed-46d6-4b3f-a4cf-8e4fa6148aa8
33407,Male,64,26th Ave S,,never_married,9th_12th_no_diploma,no_degree,white,police_officer,Higginbotham,Derek,L,341,West Palm Beach,FL,USA,Palm Beach County,0a786f4b-c6e4-4a56-9efb-b4e6b72a74fc
44112,Female,51,Glenwood Ave,2,divorced,high_school,no_degree,white,police_officer,Eidson,Kristina,Joyce,32,Cleveland,OH,USA,Cuyahoga County,206d905a-2d4b-41a1-8ae8-02b9f3a64e65
31792,Male,58,Williamson Branch Rd,,married_present,high_school,no_degree,black,police_officer,Conday,Kwame,Celestin,141,Thomasville,GA,USA,Thomas County,741d52d6-fd7b-4217-8aca-70d3ecf3a3a9
30824,Male,27,Ashley Ln,,never_married,high_school,no_degree,white,police_officer,Wilt,William,B,313,Thomson,GA,USA,Warren County,48faf506-7324-41d7-a36c-a2e83787b65d
85364,Male,35,E Garden St,,married_present,bachelors,stem_related,white,police_officer,Ward,Christopher,W,27,Yuma,AZ,USA,Yuma County,c1ea347b-7597-4cf2-afca-17f74997cf70
71291,Female,68,N 10th St,,divorced,bachelors,arts_humanities,white,police_officer,Murdaugh,Aileen,Carolyn,197,West Monroe,LA,USA,Ouachita Parish,5a90023d-2dc7-44d4-9fdb-c8d7f5f47c94
60406,Female,35,South Paxton Avenue,,never_married,some_college,no_degree,southeast asian,police_officer,Nguyen,Tanya,K,33,Blue Island,IL,USA,Cook County,9a248296-3ff0-448a-bdd6-af5dd552f2c6
98405,Male,35,110th Ave E,,never_married,high_school,no_degree,white,police_officer,Lavon,George,Robert,32,Tacoma,WA,USA,Pierce County,05650e49-9024-4ae9-b9c2-8f0cf1d6d23d
72719,Male,62,Shady Acres Drive,,widowed,high_school,no_degree,dominican,police_officer,Diazsanchez,Alejandro,Luis,320,Centerton,AR,USA,Benton County,6f328846-081b-4906-aea5-fe16e7ab0eca
62703,Female,69,North Kedvale Avenue,,never_married,graduate,arts_humanities,white,police_officer,Miller,Elizabeth,Maria,598,Springfield,IL,USA,Sangamon County,4ad8b70b-52fd-42b7-9991-4088be179b75
75126,Male,66,Apache Dr,,married_present,high_school,no_degree,white,police_officer,Madison,Jonathan,Anthony,270,Forney,TX,USA,Kaufman County,9ed76620-35a7-4984-995d-101a262289ca
32081,Male,32,90th St N,,married_present,some_college,no_degree,white,police_officer,Mazalewski,Laurence,Carson,105,Ponte Vedra,FL,USA,St. Johns County,15c5c23b-386f-4506-b5e0-31a7cf9cb161
90280,Male,28,02nd Ave,,never_married,high_school,no_degree,mexican,police_officer,Gomez,Oscar,L,7,South Gate,CA,USA,Los Angeles County,d804581d-045a-4263-8835-07b0600cb02a
90044,Male,26,S La Cienega Blvd,,never_married,9th_12th_no_diploma,no_degree,white,police_officer,Curtis,Richard,Douglas,74,Los Angeles,CA,USA,Los Angeles County,3b269a90-faf4-4895-94e4-c9b10d2503e2
75750,Male,45,Lori Ln,,married_present,associates,no_degree,white,police_officer,Simoncini,Thomas,Cody,359,Arp,TX,USA,Smith County,99be5259-87ee-4781-8bf1-3dca0dad8322
20176,Male,47,Lansdowne Drive,,married_present,some_college,no_degree,salvadoran,police_officer,Olivares,Pedro,Alexander,41,Leesburg,VA,USA,Loudoun County,aa7f6b6c-e016-4b0b-acfa-e86b6a6a6f7f
17701,Female,31,Madison St,,never_married,some_college,no_degree,white,police_officer,Clifton,Laura,Helen,158,Williamsport,PA,USA,Lycoming County,b13b1e5b-abdd-4f1b-8e55-1ec613d038fe
6484,Male,24,Water Street,609,never_married,high_school,no_degree,white,police_officer,Combee,George,J,52,Shelton,CT,USA,Fairfield County,61c349be-8732-4806-adbc-3f05f4ce05aa
6810,Male,35,Railroad Street,1,married_present,bachelors,arts_humanities,white,police_officer,Jones,Mark,Keith,114,Danbury,CT,USA,Fairfield County,5ca8d5ef-dfd0-4dfe-8bc9-0fdf01f89895
23223,Male,56,Galloways Mill Road,,divorced,some_college,no_degree,south asian,police_officer,Patel,Akhil,,5,Richmond,VA,USA,Richmond city,d98b8f8d-0aea-4519-bcc8-f954fba0804a
76371,Male,20,County Road 1200,,never_married,associates,no_degree,white,police_officer,Newman,Tommy,Dale,230,Munday,TX,USA,Knox County,e2c6eb25-3191-4c13-b6b9-cb898b331a1e
7063,Female,45,Bayberry Ln,,married_present,9th_12th_no_diploma,no_degree,guatemalan,police_officer,Vegas,Ruby,,40,Plainfield,NJ,USA,Union County,5aed798d-4e62-41b0-928e-83a900ae1abe
23805,Male,32,Locust Hill Rd,,married_present,graduate,business,white,police_officer,Eytcheson,Jeremy,J,20,Petersburg,VA,USA,Prince George County,bc11ae8f-f37c-49f7-bc48-9245ca1cd517
82301,Male,37,W Hyman Ave,,never_married,bachelors,business,mexican,police_officer,Hernandez,German,,83,Rawlins,WY,USA,Carbon County,4aa39a00-10be-46a0-bcd2-e2c59cc05be4
63368,Female,59,E Pink Hill Rd,,married_present,bachelors,stem_related,white,police_officer,Oconnor,Shireen,,15,O Fallon,MO,USA,St. Charles County,e8d20f25-423f-40fb-ab65-f1aafff2d87e
22601,Female,51,Jasmine Parkway,,married_present,some_college,no_degree,mexican,police_officer,Soler,Maria,Enid,2,Winchester,VA,USA,Frederick County,db69dec1-6d78-470c-92c5-b24cb430289f
44095,Male,31,Ray Rd,,never_married,bachelors,arts_humanities,white,police_officer,Cartwright,Matthew,J,192,Eastlake,OH,USA,Lake County,386714c9-3876-4b84-9678-b5ccf77e0ef7
90810,Male,38,Avenida Juarez,,married_present,less_than_9th,no_degree,white,police_officer,Scherer,Douglas,Rome,41,Long Beach,CA,USA,Los Angeles County,c0d8f6a6-1892-4498-9a9b-f8ee98854d0b
93722,Male,45,Ironwood Ave,,never_married,high_school,no_degree,mexican,police_officer,Rojas,Carlos,Suhail,57,Fresno,CA,USA,Fresno County,35c42d0e-5c3e-4d0a-ae15-afa5bdc73495
85041,Male,60,Fm 134,,married_present,9th_12th_no_diploma,no_degree,mexican,police_officer,Perez,Bryant,Cesar,32,Phoenix,AZ,USA,Maricopa County,2b8c41e8-d5a5-443b-b387-b057d355e1cf
75574,Male,55,Cumberland Trl,,married_present,high_school,no_degree,black,police_officer,Morgan,Christopher,Gabriel,4,Simms,TX,USA,Bowie County,0ece3839-5b0c-4d7e-acf6-9ba72f00e4ad
33027,Male,41,Maymont Park Cir,,married_present,bachelors,stem,cuban,police_officer,Cerda,Brandon,,352,Hollywood,FL,USA,Broward County,454c8f76-4343-4d1b-bb5b-38f0c4ae0b74
39159,Male,54,US 301 Highway,,married_present,high_school,no_degree,white,police_officer,Elder,William,Michael,87,Rolling Fork,MS,USA,Sharkey County,aea7ab67-25bd-4ab4-9620-7d5722d314ba
90066,Female,23,N Hayworth Ave,,never_married,bachelors,arts_humanities,mexican,police_officer,Amaya,Margarita,S,7,Los Angeles,CA,USA,Los Angeles County,ede523ff-ea4c-46c6-944d-c9702a70ff29
74337,Male,26,Madison St,,married_present,high_school,no_degree,white,police_officer,Reynolds,Hadil,Edward,104,Chouteau,OK,USA,Mayes County,89931302-4412-476d-a444-dcd609a816c3
11355,Male,22,Route 11,,never_married,bachelors,arts_humanities,east asian,police_officer,Le,Long,,30,Flushing,NY,USA,Queens County,72c2aa5d-ca2b-4428-aa92-b232db58bdb3
60076,Female,63,Harrill,,never_married,bachelors,arts_humanities,puerto rican,police_officer,Willis,Ania,Miriam,89,Skokie,IL,USA,Cook County,5f291313-058d-4743-b9aa-0833daa243fa
16627,Male,33,Norwalk Road,,never_married,high_school,no_degree,white,police_officer,Ridings,Carl,Osborn,97,Coalport,PA,USA,Cambria County,900dd81e-1388-4f6c-8770-ea936d8f4385
70126,Female,62,Melody Dr,,widowed,associates,no_degree,white,police_officer,Speck,Lori,Ann,187,New Orleans,LA,USA,Orleans Parish,db87f034-9ad5-4fcf-a182-c2aa94b98090
